,Timestamp,Mean,Std,Recipe
1568,1684483921.2884,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1569,1684483921.34795,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1570,1684483921.40787,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1571,1684483921.46835,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1572,1684483921.5279,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1573,1684483921.58969,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1574,1684483921.64845,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1575,1684483921.70794,1.88204610347748,0,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1576,1684483921.76793,1.88204658031464,6.74349576174305E-07,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1577,1684483921.82807,1.88206791877747,1.19506941174051E-05,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1578,1684483921.88797,1.88149650891622,2.47054521914828E-05,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1579,1684483921.94823,1.88126401106517,0.000472340966252,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1580,1684483922.00802,1.88073305288951,6.59411895837892E-05,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1581,1684483922.06791,1.87591481208801,9.11347546888834E-05,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1582,1684483922.12804,1.87389640013377,0.00329524689763,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1583,1684483922.18808,1.86495327949524,0.002600618714437,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1584,1684483922.24784,1.85695358117421,0.002347650799033,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1585,1684483922.30791,1.84094667434692,0.002577018238477,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1586,1684483922.36788,1.82772747675578,0.00273916736229,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1587,1684483922.42788,1.81415263811747,0.002905109476686,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1588,1684483922.48788,1.79720191160838,0.007376229077041,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1589,1684483922.54789,1.78083670139313,0.004144397936697,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1590,1684483922.60796,1.7673176129659,0.004334687027548,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1591,1684483922.6679,1.75062215328217,0.005325080833189,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1592,1684483922.72787,1.7331870396932,0.004611707625147,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1593,1684483922.78809,1.7161899805069,0.004505144172985,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1594,1684483922.84793,1.69993793964386,0.004115218003135,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1595,1684483922.90791,1.68551953633626,0.002276905099607,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1596,1684483922.96786,1.67636410395304,0.003484881357835,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1597,1684483923.02786,1.66500425338745,0.005335403329185,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1598,1684483923.08788,1.65677098433177,0.003282708834084,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1599,1684483923.14785,1.64648528893789,0.002243250381948,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1600,1684483923.2079,1.64570816357931,0.00569645168742,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1601,1684483923.26789,1.63399279117584,0.004086467464815,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1602,1684483923.32788,1.63462579250336,0.007946620575746,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1603,1684483923.3879,1.6418445110321,0.012152700691289,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1604,1684483923.44785,1.65007984638214,0.004552080982799,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1605,1684483923.5079,1.63798272609711,0.006050145417855,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1606,1684483923.5679,1.64788703123728,0.00352276683524,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1607,1684483923.62786,1.65738928318024,0.003232802039666,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1608,1684483923.68788,1.65723113218943,0.004298521808845,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1609,1684483923.74785,1.64820309480031,0.004875364073422,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1610,1684483923.80788,1.64932330449422,0.006986219991289,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1611,1684483923.86787,1.65133817990621,0.004459203376256,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1612,1684483923.92784,1.65515108903249,0.004435348490336,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1613,1684483923.98782,1.63860929012299,0.006084060639079,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1614,1684483924.04786,1.65973027547201,0.006334753579417,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1615,1684483924.10878,1.65249733130137,0.005523278860942,SAFETY_AREA_NO_AWARE_rec_0_rep_0
1616,1684483924.16788,1.64283601442973,0.002767928169303,SAFETY_AREA_NO_AWARE_rec_0_rep_0
